clause,law_name,content
《中华人民共和国疫苗管理法》第十一条,《中华人民共和国疫苗管理法》,研制、生产、检验过程应健全生物安全管理,加强菌毒株等病原微生物管理,保证来源合法、清晰、可追溯,来源不明不得使用。
《中华人民共和国疫苗管理法》第十二条,《中华人民共和国疫苗管理法》,各级政府、疾控机构、接种单位、上市许可持有人及行业协会应定期开展法律法规和接种知识宣传教育,新闻媒体应开展公益宣传并监督违法行为。
《中华人民共和国疫苗管理法》第十三条,《中华人民共和国疫苗管理法》,疫苗行业协会应加强自律,建立行业规范,推动诚信体系建设,引导会员依法生产经营。
《中华人民共和国疫苗管理法》第十四条,《中华人民共和国疫苗管理法》,国家根据疾病流行和免疫状况制定研制规划,安排资金,支持多联多价等新型疫苗研制,组织联合攻关急需疫苗。
《中华人民共和国疫苗管理法》第十五条,《中华人民共和国疫苗管理法》,国家鼓励上市许可持有人加大研发投入,优化工艺,提升质量控制,推动技术进步。
《中华人民共和国疫苗管理法》第十六条,《中华人民共和国疫苗管理法》,开展临床试验应经国务院药监部门批准,由符合条件的三级医疗机构或省级以上疾控机构实施,鼓励相关机构依法开展临床试验。
《中华人民共和国疫苗管理法》第十七条,《中华人民共和国疫苗管理法》,临床试验申办者应制定方案,建立安全监测制度,合理选择受试者和群体,采取措施保护受试者权益。
《中华人民共和国疫苗管理法》第十八条,《中华人民共和国疫苗管理法》,临床试验应取得受试者书面知情同意,无民事行为能力人需监护人同意,限制行为能力人需本人及监护人同意。
《中华人民共和国疫苗管理法》第十九条,《中华人民共和国疫苗管理法》,疫苗上市需经国务院药监部门批准,取得药品注册证书,提交真实可靠资料和样品。对急需和创新疫苗予以优先审评审批。
《中华人民共和国疫苗管理法》第二十条,《中华人民共和国疫苗管理法》,重大突发公共卫生事件急需疫苗,可附条件批准注册。特别重大事件可经论证在一定范围内紧急使用。
《中华人民共和国疫苗管理法》第二十一条,《中华人民共和国疫苗管理法》,药监部门批准注册时应核准工艺、质量标准、说明书和标签,并在网站公布。
《中华人民共和国疫苗管理法》第二十二条,《中华人民共和国疫苗管理法》,国家对生产实行严格准入,需经批准取得许可证,应具备规模和产能、生物安全制度和设施、符合防控需要。上市许可持有人应具备生产能力,委托生产需经批准。
《中华人民共和国疫苗管理法》第二十三条,《中华人民共和国疫苗管理法》,上市许可持有人法定代表人等关键岗位人员应有良好信用和专业背景,需加强培训考核,并报告任职和变更情况。
《中华人民共和国疫苗管理法》第二十四条,《中华人民共和国疫苗管理法》,疫苗应按核准工艺和标准生产检验,全过程符合药品生产质量管理规范,持有人需审核检验质量。
《中华人民共和国疫苗管理法》第二十五条,《中华人民共和国疫苗管理法》,上市许可持有人应建立完整的质量管理体系,加强偏差管理,采用信息化手段记录数据,确保生产全过程符合法定要求。
《中华人民共和国疫苗管理法》第二十六条,《中华人民共和国疫苗管理法》,国家实行批签发制度,每批疫苗销售或进口前需审核检验,符合要求的发给证明,不符合的不得销售并监督销毁,结果应及时公布。
《中华人民共和国疫苗管理法》第二十七条,《中华人民共和国疫苗管理法》,批签发申请需提交生产检验记录、样品等资料。进口疫苗需提供原产地证明和批签发证明或免予证明。
《中华人民共和国疫苗管理法》第二十八条,《中华人民共和国疫苗管理法》,防控传染病疫情或突发事件急需疫苗,经批准可免予批签发。
《中华人民共和国疫苗管理法》第二十九条,《中华人民共和国疫苗管理法》,批签发应逐批审核和抽检,检验项目和频次可根据风险动态调整,对真实性存疑时可核实并现场检验。
《中华人民共和国疫苗管理法》第三十条,《中华人民共和国疫苗管理法》,批签发机构发现重大质量风险应及时报告药监部门,部门应立即检查并责令整改,必要时暂停批签发。
《中华人民共和国疫苗管理法》第三十一条,《中华人民共和国疫苗管理法》,对生产工艺偏差、质量差异、生产故障和事故及采取的措施，上市许可持有人应如实记录并在相应批次的批签发申请资料中载明；可能影响质量的，应立即采取措施并向省级药品监督管理部门报告。
《中华人民共和国疫苗管理法》第三十二条,《中华人民共和国疫苗管理法》,国家免疫规划疫苗由国务院卫生健康部门会同财政等部门组织集中招标或统一谈判并公布价格，省级统一采购；其他免疫规划疫苗和非免疫规划疫苗由省级通过招标、谈判等方式采购。
《中华人民共和国疫苗管理法》第三十三条,《中华人民共和国疫苗管理法》,疫苗价格由上市许可持有人依法自主合理制定，价格水平、差价率、利润率应保持在合理幅度。
《中华人民共和国疫苗管理法》第三十四条,《中华人民共和国疫苗管理法》,省级疾病预防控制机构根据国家免疫规划和本地区防控需要制定本行政区域的疫苗使用计划，并按规定向组织采购部门报告，同时报省级卫生健康部门备案。
《中华人民共和国疫苗管理法》第三十五条,《中华人民共和国疫苗管理法》,上市许可持有人按采购合同向疾控机构供应疫苗；疾控机构按规定向接种单位供应；除疾控机构外的单位和个人不得向接种单位供应，接种单位不得接收。
《中华人民共和国疫苗管理法》第三十六条,《中华人民共和国疫苗管理法》,上市许可持有人按合同向疾控机构或其指定的接种单位配送疫苗；自行配送的应具备冷链条件，也可委托符合条件的配送单位；疾控机构亦可委托符合条件的单位配送。
《中华人民共和国疫苗管理法》第三十七条,《中华人民共和国疫苗管理法》,疾控机构、接种单位、上市许可持有人、配送单位必须遵守储存运输规范，保证全程温度达标并定时监测记录；冷链储运须符合国家规定。
《中华人民共和国疫苗管理法》第三十八条,《中华人民共和国疫苗管理法》,销售疫苗时应提供加盖印章的批签发证明复印件或电子文件；进口疫苗还应提供进口药品通关单；疾控机构、接种单位接收或购进时应索取并保存，不得接收、购进手续不全的疫苗。
《中华人民共和国疫苗管理法》第三十九条,《中华人民共和国疫苗管理法》,上市许可持有人应建立真实、准确、完整的销售记录并保存至有效期满后不少于五年；疾控机构、接种单位接收或购进时应核对批签发信息、最小包装单位识别码、温度监测等，不符合者不得接收并应立即报告药监和卫健部门。
《中华人民共和国疫苗管理法》第四十条,《中华人民共和国疫苗管理法》,疾控机构、接种单位建立定期检查制度，对包装不可识别、储存温度不达标、超过有效期等情形的疫苗及时处置并如实记录，处置记录保存至有效期满后不少于五年。
《中华人民共和国疫苗管理法》第四十一条,《中华人民共和国疫苗管理法》,国务院卫生健康部门制定国家免疫规划；免疫规划疫苗种类由其会同财政部门拟订报国务院批准并公布。省级政府执行国家免疫规划时可据防控需要增加种类，报国务院卫健部门备案并公布。
《中华人民共和国疫苗管理法》第四十二条,《中华人民共和国疫苗管理法》,国务院卫健部门制定并公布预防接种工作规范、免疫程序、疫苗使用指导原则；省级卫健部门结合本地实际制定接种方案并备案。
《中华人民共和国疫苗管理法》第四十三条,《中华人民共和国疫苗管理法》,各级疾控机构依职责开展预防接种相关的宣传、培训、技术指导、监测评价、流调与应急处置等工作。
《中华人民共和国疫苗管理法》第四十四条,《中华人民共和国疫苗管理法》,接种单位应具备：取得医疗机构执业许可证、配备经考核合格的接种人员、具备冷链与应急条件、建立制度并遵守工作规范、免疫程序、使用指导原则和接种方案；疾控机构加强技术指导和使用管理。
《中华人民共和国疫苗管理法》第四十五条,《中华人民共和国疫苗管理法》,医疗卫生人员实施接种前应告知疫苗品种、作用、禁忌、不良反应与留观注意事项，询问健康状况和禁忌；对不具备接种条件者不得接种；留观期间出现不良反应应按规范及时救治。
《中华人民共和国疫苗管理法》第四十六条,《中华人民共和国疫苗管理法》,医疗卫生人员按规定真实、准确、完整记录疫苗品种、上市许可持有人、最小包装单位识别码、批号、有效期、接种时间、接种人员、受种者等信息，确保可追溯、可查询；记录保存至有效期满后不少于五年。
《中华人民共和国疫苗管理法》第四十七条,《中华人民共和国疫苗管理法》,国家实行儿童预防接种证制度；新生儿出生后1个月内，监护人应在居住地接种单位或出生医院办理接种证；迁移时由现居住地接种单位负责接种；接种证格式由国务院卫健部门规定。
《中华人民共和国疫苗管理法》第四十八条,《中华人民共和国疫苗管理法》,儿童入托入学时，托幼机构、学校应查验接种证；发现未按规定接种免规疫苗的，应告知监护人并报告居住地接种单位或疾控机构；卫健部门、教育部门和疾控机构提供技术指导；查验办法由卫健部门会同教育部门制定。
《中华人民共和国疫苗管理法》第四十九条,《中华人民共和国疫苗管理法》,接种单位接种免疫规划疫苗不得收费；接种非免规疫苗可收取疫苗费和接种服务费，服务费标准由省级价格部门会同财政部门制定。
《中华人民共和国疫苗管理法》第五十条,《中华人民共和国疫苗管理法》,县级以上卫健部门根据监测预警，为预防控制传染病暴发流行，报本级政府决定并报上级卫健部门备案后，可组织实施应急接种；国务院或省级卫健部门应组织相关部门做好培训、宣传和物资保障；任何单位和个人不得擅自进行群体性接种。
《中华人民共和国疫苗管理法》第五十一条,《中华人民共和国疫苗管理法》,传染病暴发、流行时，需要采取应急接种措施的，依照法律、行政法规执行。
《中华人民共和国疫苗管理法》第五十二条,《中华人民共和国疫苗管理法》,预防接种异常反应系指合格疫苗在规范接种过程中或之后造成机体组织器官、功能损害且各方均无过错的药品不良反应；并列举不属于异常反应的情形（一般反应、质量问题致害、违反规范致害、潜伏期疾病发作等）。
《中华人民共和国疫苗管理法》第五十三条,《中华人民共和国疫苗管理法》,国家加强预防接种异常反应监测；监测方案由国务院卫健部门会同国务院药监部门制定。
《中华人民共和国疫苗管理法》第五十四条,《中华人民共和国疫苗管理法》,接种单位、医疗机构等发现疑似异常反应应按规定向疾控机构报告；上市许可持有人设立专门机构配专职人员，主动收集、跟踪分析并采取风险控制，将疑似异常反应报告疾控机构并将质量分析报告提交省级药监部门。
《中华人民共和国疫苗管理法》第五十五条,《中华人民共和国疫苗管理法》,对疑似异常反应，疾控机构应按规定及时报告、组织调查和诊断，并告知受种者或其监护人；对调查诊断结论有争议的，可依卫健部门制定的办法申请鉴定；社会影响重大的由市级以上卫健、药监部门按职责组织调查处理。
《中华人民共和国疫苗管理法》第五十六条,《中华人民共和国疫苗管理法》,实行预防接种异常反应补偿制度；对属于异常反应或不能排除的死亡、重残、器官组织损伤等应给予补偿，范围目录动态调整；免规疫苗补偿费用由财政负担，非免规疫苗由上市许可持有人承担或其责任保险赔付；补偿应及时、公平、合理，具体办法由国务院规定，省级制定实施细则。
《中华人民共和国疫苗管理法》第五十七条,《中华人民共和国疫苗管理法》,上市许可持有人建立全生命周期质量管理体系，制定并实施上市后风险管理计划，开展上市后研究，进一步确证安全性、有效性和质量可控性；对附条件批准注册等提出进一步研究要求的，应在限期内完成，逾期或不能证明获益大于风险的依法处理直至注销注册证书。
《中华人民共和国疫苗管理法》第五十八条,《中华人民共和国疫苗管理法》,上市许可持有人开展质量跟踪分析，持续提升质量控制标准、改进工艺并提高稳定性；生产工艺、场地、关键设备等变更应评估验证并按规定备案或报告，影响安全性、有效性和质量可控性的变更须经国务院药监部门批准。
《中华人民共和国疫苗管理法》第五十九条,《中华人民共和国疫苗管理法》,上市许可持有人应根据上市后研究、异常反应等情况持续更新说明书和标签，并按规定申请核准或备案；国务院药监部门应及时在其网站公布更新内容。
《中华人民共和国疫苗管理法》第六十条,《中华人民共和国疫苗管理法》,上市许可持有人建立质量回顾分析与风险报告制度，每年按规定向国务院药监部门如实报告生产流通、上市后研究、风险管理等情况。
《中华人民共和国疫苗管理法》第六十一条,《中华人民共和国疫苗管理法》,疫苗上市许可持有人应当建立完善的上市后安全性信息收集、分析、评价和报告制度，发现疫苗存在安全风险的，应当立即采取控制措施，并向药品监督管理部门和卫生健康主管部门报告。
《中华人民共和国疫苗管理法》第六十二条,《中华人民共和国疫苗管理法》,国家建立疫苗召回制度。疫苗上市许可持有人发现已上市的疫苗存在质量问题或者其他安全隐患的，应当立即停止生产、主动召回，并报告药品监督管理部门和卫生健康主管部门。
《中华人民共和国疫苗管理法》第六十三条,《中华人民共和国疫苗管理法》,药品监督管理部门发现疫苗存在安全隐患的，应当责令疫苗上市许可持有人召回；不召回的，依法强制召回。
《中华人民共和国疫苗管理法》第六十四条,《中华人民共和国疫苗管理法》,召回的疫苗应当按照规定予以销毁，并有完整记录和见证，确保不流入市场和使用环节。销毁记录应当保存至疫苗有效期满后不少于五年备查。
《中华人民共和国疫苗管理法》第六十五条,《中华人民共和国疫苗管理法》,国家实行疫苗信息公开制度。国务院药品监督管理部门、卫生健康主管部门应当依法及时公布疫苗安全性、有效性、接种情况以及监督管理情况。
《中华人民共和国疫苗管理法》第六十六条,《中华人民共和国疫苗管理法》,国务院药品监督管理部门应当及时公布疫苗上市许可持有人、疫苗品种、批签发信息以及上市后研究结果等信息。
《中华人民共和国疫苗管理法》第六十七条,《中华人民共和国疫苗管理法》,国务院卫生健康主管部门应当及时公布免疫规划实施情况、预防接种异常反应监测、处理和补偿等信息。
《中华人民共和国疫苗管理法》第六十八条,《中华人民共和国疫苗管理法》,疫苗上市许可持有人、疾病预防控制机构和接种单位应当依法向社会公开疫苗相关信息，接受社会监督。
《中华人民共和国疫苗管理法》第六十九条,《中华人民共和国疫苗管理法》,新闻媒体应当开展有关疫苗的公益宣传，对疫苗安全性、有效性和预防接种情况进行客观报道，对违法行为进行舆论监督。
《中华人民共和国疫苗管理法》第七十条,《中华人民共和国疫苗管理法》,国家建立疫苗全程电子追溯制度。国务院药品监督管理部门会同国务院卫生健康主管部门建设全国统一的疫苗电子追溯协同平台。
《中华人民共和国疫苗管理法》第七十一条,《中华人民共和国疫苗管理法》,疫苗上市许可持有人、疾病预防控制机构、接种单位应当建立与国家疫苗追溯协同平台相衔接的信息系统，保证追溯数据真实、准确、完整、可追溯。
《中华人民共和国疫苗管理法》第七十二条,《中华人民共和国疫苗管理法》,疫苗追溯协同平台及其信息系统应当符合国家网络安全和信息化相关规定，确保数据安全。
《中华人民共和国疫苗管理法》第七十三条,《中华人民共和国疫苗管理法》,县级以上人民政府应当建立疫苗管理部门之间的协调机制，保障疫苗追溯制度的落实。
《中华人民共和国疫苗管理法》第七十四条,《中华人民共和国疫苗管理法》,国务院药品监督管理部门和国务院卫生健康主管部门应当加强对疫苗全程追溯制度的监督检查。
《中华人民共和国疫苗管理法》第七十五条,《中华人民共和国疫苗管理法》,县级以上人民政府应当组织对本行政区域内的疫苗管理工作进行考核，考核结果作为评价相关责任人员工作的重要依据。
《中华人民共和国疫苗管理法》第七十六条,《中华人民共和国疫苗管理法》,国务院和省、自治区、直辖市人民政府建立健全疫苗管理联席会议制度，定期研究解决疫苗管理中的重大问题。
《中华人民共和国疫苗管理法》第七十七条,《中华人民共和国疫苗管理法》,国家建立疫苗储备制度，保证应急情况下的疫苗供应。
《中华人民共和国疫苗管理法》第七十八条,《中华人民共和国疫苗管理法》,国务院药品监督管理部门、国务院卫生健康主管部门应当根据传染病防控需要，制定国家疫苗储备目录和储备计划。
《中华人民共和国疫苗管理法》第七十九条,《中华人民共和国疫苗管理法》,疫苗储备单位应当具备冷链储存、运输条件，建立严格的管理制度和责任制度。
《中华人民共和国疫苗管理法》第八十条,《中华人民共和国疫苗管理法》,储备疫苗应当定期检查、更换，保证质量安全，防止过期或者失效。
《中华人民共和国疫苗管理法》第八十一条,《中华人民共和国疫苗管理法》,国务院药品监督管理部门和国务院卫生健康主管部门应当制定国家疫苗紧急使用预案，保障重大突发公共卫生事件时的疫苗供应。
《中华人民共和国疫苗管理法》第八十二条,《中华人民共和国疫苗管理法》,发生重大突发公共卫生事件时，经国务院批准，可以在一定范围内紧急使用尚未完成批准程序的疫苗。
《中华人民共和国疫苗管理法》第八十三条,《中华人民共和国疫苗管理法》,省级以上人民政府应当建立健全疫苗应急接种机制，完善应急接种方案和应急物资储备。
《中华人民共和国疫苗管理法》第八十四条,《中华人民共和国疫苗管理法》,任何单位和个人不得编造、传播有关疫苗的虚假信息，不得扰乱社会秩序。
《中华人民共和国疫苗管理法》第八十五条,《中华人民共和国疫苗管理法》,国家对疫苗违法行为实行最严格的法律责任制度；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第八十六条,《中华人民共和国疫苗管理法》,生产、销售不符合标准的疫苗的，依法从重处罚；情节严重的，直至吊销相关许可证。
《中华人民共和国疫苗管理法》第八十七条,《中华人民共和国疫苗管理法》,未经批准，擅自进口疫苗的，依法从重处罚。
《中华人民共和国疫苗管理法》第八十八条,《中华人民共和国疫苗管理法》,未经批准，擅自开展疫苗临床试验的，依法处罚。
《中华人民共和国疫苗管理法》第八十九条,《中华人民共和国疫苗管理法》,编造、传播虚假疫苗信息，扰乱社会秩序的，依法处罚；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十条,《中华人民共和国疫苗管理法》,国家机关工作人员在疫苗监督管理工作中滥用职权、玩忽职守、徇私舞弊的，依法追究责任；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十一条,《中华人民共和国疫苗管理法》,违反本法规定，构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十二条,《中华人民共和国疫苗管理法》,生产、销售、提供不符合标准的疫苗，情节严重的，依法从重处罚；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十三条,《中华人民共和国疫苗管理法》,伪造、变造、买卖、出租、出借、转让疫苗批签发证明、疫苗追溯数据的，依法处罚；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十四条,《中华人民共和国疫苗管理法》,拒绝、阻碍药品监督管理部门和卫生健康主管部门依法履行监督检查职责的，依法处罚；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十五条,《中华人民共和国疫苗管理法》,疫苗上市许可持有人、疾病预防控制机构、接种单位、疫苗配送单位不按照规定建立、保存记录，或者提供虚假记录的，依法处罚。
《中华人民共和国疫苗管理法》第九十六条,《中华人民共和国疫苗管理法》,疫苗上市许可持有人未依照规定投保疫苗责任强制保险的，由药品监督管理部门责令限期改正；逾期不改正的，处以罚款。
《中华人民共和国疫苗管理法》第九十七条,《中华人民共和国疫苗管理法》,接种单位未按照规定提供接种服务，未如实记录接种信息，未报告异常反应的，由卫生健康主管部门责令改正；情节严重的，依法处罚。
《中华人民共和国疫苗管理法》第九十八条,《中华人民共和国疫苗管理法》,国家工作人员在疫苗监督管理、审批、检验、批签发、接种等工作中滥用职权、玩忽职守、徇私舞弊的，依法追究责任；构成犯罪的，依法追究刑事责任。
《中华人民共和国疫苗管理法》第九十九条,《中华人民共和国疫苗管理法》,本法规定的行政处罚，由药品监督管理部门、卫生健康主管部门依照职责权限实施；法律、行政法规另有规定的，从其规定。
《中华人民共和国疫苗管理法》第一百条,《中华人民共和国疫苗管理法》,本法自2020年12月1日起施行。

