clause,law_name,content
《个人信息保护法》第二十三条,《个人信息保护法》,向其他处理者提供个人信息需告知接收方信息并取得个人单独同意，接收方不得超范围处理。
《个人信息保护法》第二十四条,《个人信息保护法》,自动化决策应保证透明度和结果公平，禁止不合理差别待遇；信息推送需提供非个性化选项或拒绝方式。
《个人信息保护法》第二十五条,《个人信息保护法》,处理者不得公开个人信息，取得个人单独同意的除外。
《个人信息保护法》第二十六条,《个人信息保护法》,公共场所安装图像采集/身份识别设备需为公共安全必需，设提示标识，信息仅限用于公共安全（单独同意除外）。
《个人信息保护法》第二十七条,《个人信息保护法》,可在合理范围处理个人自行公开或合法公开信息（个人明确拒绝除外），重大影响需取得同意。
《个人信息保护法》第二十八条,《个人信息保护法》,定义敏感个人信息为泄露或非法使用易侵害人格尊严、人身财产安全的信息，明确处理需特定目的、必要性和严格保护措施。
《个人信息保护法》第二十九条,《个人信息保护法》,处理敏感个人信息需取得个人单独同意，法律、行政法规规定需书面同意的从其规定。
《个人信息保护法》第三十条,《个人信息保护法》,处理敏感个人信息除一般告知事项外，还需告知必要性及对个人权益的影响（法定可不告知除外）。
《个人信息保护法》第三十一条,《个人信息保护法》,处理不满十四周岁未成年人信息需取得其父母或监护人同意，并制定专门处理规则。
《个人信息保护法》第三十二条,《个人信息保护法》,法律、行政法规对敏感个人信息处理规定行政许可或其他限制的，从其规定。
《个人信息保护法》第三十三条,《个人信息保护法》,国家机关处理个人信息适用本法，本节有特别规定的适用本节。
《个人信息保护法》第三十四条,《个人信息保护法》,国家机关为履行法定职责处理信息需依权限、程序进行，不得超出必需范围和限度。
《个人信息保护法》第三十五条,《个人信息保护法》,国家机关处理信息应履行告知义务，存在法定情形或告知妨碍履职的除外。
《个人信息保护法》第三十六条,《个人信息保护法》,国家机关处理的个人信息应在境内存储，确需境外提供的需安全评估，可要求部门支持。
《个人信息保护法》第三十七条,《个人信息保护法》,法律、法规授权的公共事务组织履行法定职责处理信息，适用国家机关相关规定。
《个人信息保护法》第三十八条,《个人信息保护法》,向境外提供个人信息需具备安全评估、认证、标准合同等条件之一，保障境外处理符合保护标准。
《个人信息保护法》第三十九条,《个人信息保护法》,向境外提供信息需告知个人接收方信息并取得单独同意。
《个人信息保护法》第四十条,《个人信息保护法》,关键信息基础设施运营者等处理者需在境内存储个人信息，确需境外提供的需通过安全评估。
《个人信息保护法》第四十一条,《个人信息保护法》,非经主管机关批准，不得向外国司法或执法机构提供境内存储的个人信息。
《个人信息保护法》第四十二条,《个人信息保护法》,境外组织、个人侵害我国公民信息权益或危害国家安全公共利益的，可列入限制/禁止清单。
《个人信息保护法》第四十三条,《个人信息保护法》,他国或地区对我国采取歧视性措施的，我国可对等采取措施。
《个人信息保护法》第四十四条,《个人信息保护法》,个人对其信息处理享有知情权、决定权，有权限制或拒绝处理（法律、行政法规另有规定除外）。
《个人信息保护法》第四十五条,《个人信息保护法》,个人有权查阅、复制其信息，符合条件时有权请求转移至指定处理者，处理者应及时提供。
《个人信息保护法》第四十六条,《个人信息保护法》,个人发现信息不准确或不完整的，有权请求更正、补充，处理者应核实并及时处理。
《个人信息保护法》第四十七条,《个人信息保护法》,处理目的实现等五类情形下，处理者应主动删除信息；未删除的，个人有权请求删除。
《个人信息保护法》第四十八条,《个人信息保护法》,个人有权要求处理者对信息处理规则进行解释说明。
《个人信息保护法》第四十九条,《个人信息保护法》,自然人死亡后，其近亲属为合法正当利益可对死者信息行使查阅、复制等权利（生前另有安排除外）。
《个人信息保护法》第五十条,《个人信息保护法》,处理者应建立权利申请受理机制，拒绝请求需说明理由，个人可依法起诉。
《个人信息保护法》第五十一条,《个人信息保护法》,处理者需采取制定制度、分类管理、安全技术等措施确保处理活动合规及信息安全。
《个人信息保护法》第五十二条,《个人信息保护法》,处理信息达到规定数量的处理者需指定个人信息保护负责人，公开其联系方式并报送部门。
《个人信息保护法》第五十三条,《个人信息保护法》,境外处理者需在境内设立专门机构或指定代表处理保护事务，并报送相关信息。
《个人信息保护法》第五十四条,《个人信息保护法》,处理者应定期对信息处理活动进行合规审计。
《个人信息保护法》第五十五条,《个人信息保护法》,处理敏感信息、自动化决策等五类情形需事前进行个人信息保护影响评估并记录处理情况。
《个人信息保护法》第五十六条,《个人信息保护法》,保护影响评估应包括处理合法性、权益影响、保护措施有效性等内容，报告和记录需保存至少三年。
《个人信息保护法》第五十七条,《个人信息保护法》,发生信息泄露等情况时，处理者应立即补救并通知部门和个人，符合条件可不予通知个人。
《个人信息保护法》第五十八条,《个人信息保护法》,重要互联网平台处理者需建立合规体系、制定平台规则、停止违规服务、发布社会责任报告。
《个人信息保护法》第五十九条,《个人信息保护法》,受托人需保障信息安全，协助处理者履行本法义务。
《个人信息保护法》第六十条,《个人信息保护法》,国家网信部门统筹协调保护工作，国务院及地方有关部门在职责范围内负责监督管理。
《个人信息保护法》第六十一条,《个人信息保护法》,保护职责部门负责宣传教育、投诉处理、测评公布、调查违法活动等职责。
《个人信息保护法》第六十二条,《个人信息保护法》,国家网信部门统筹推进规则制定、专门标准制定、身份认证技术推广等保护工作。
《个人信息保护法》第六十三条,《个人信息保护法》,保护职责部门可采取询问、查阅复制资料、现场检查、查封扣押设备等监管措施。
《个人信息保护法》第六十四条,《个人信息保护法》,部门可约谈处理者负责人或要求合规审计，涉嫌犯罪的移送公安机关。
《个人信息保护法》第六十五条,《个人信息保护法》,任何组织、个人可投诉举报违法处理活动，部门应及时处理并告知结果，公布联系方式。
《个人信息保护法》第六十六条,《个人信息保护法》,违法处理信息或未履行保护义务的，面临责令改正、警告、罚款、停业整顿等处罚。
《个人信息保护法》第六十七条,《个人信息保护法》,违法行为依规定记入信用档案并公示。
《个人信息保护法》第六十八条,《个人信息保护法》,国家机关不履行保护义务或部门人员渎职的，对责任人依法处分。
《个人信息保护法》第六十九条,《个人信息保护法》,处理信息侵害权益造成损害的，处理者不能证明无过错的需承担侵权责任，明确赔偿计算方式。
《个人信息保护法》第七十条,《个人信息保护法》,处理者违法侵害众多个人权益的，检察院等组织可依法提起诉讼。
《个人信息保护法》第七十一条,《个人信息保护法》,违法行为构成治安管理处罚或犯罪的，依法追究相应责任。
《个人信息保护法》第七十二条,《个人信息保护法》,自然人因个人/家庭事务处理信息不适用本法；统计、档案管理活动有特别规定的从其规定。
《个人信息保护法》第七十三条,《个人信息保护法》,定义个人信息处理者、自动化决策、去标识化、匿名化等术语。
《个人信息保护法》第七十四条,《个人信息保护法》,本法自2021年11月1日起施行。
