clause,law_name,content
《澳门个人资料保护法》第27条,《澳门个人资料保护法》,组织可提交行为守则供登记；登记仅具宣告合法性，并不具规范效力。
《澳门个人资料保护法》第28条,《澳门个人资料保护法》,任何人可通过行政或司法途径确保本法得到遵守；并不影响向公共当局投诉的权利。
《澳门个人资料保护法》第29条,《澳门个人资料保护法》,涉及基本权利的问题可向终审法院上诉；对行政行为可向行政法院上诉；并依相应程序法处理。
《澳门个人资料保护法》第30条,《澳门个人资料保护法》,行政违法一般制度在本法规定的违法行为上补充适用。
《澳门个人资料保护法》第31条,《澳门个人资料保护法》,受行政处罚并不免除继续履行法定义务；应履行的义务仍须履行。
《澳门个人资料保护法》第32条,《澳门个人资料保护法》,未按规定通知、提供虚假资讯或违反通知内容等，构成行政违法；在需预先监控的情况下，加重处罚。
《澳门个人资料保护法》第33条,《澳门个人资料保护法》,多项不履行法定义务的行政违法行为，依情节轻重，科处不同幅度的罚款。
《澳门个人资料保护法》第34条,《澳门个人资料保护法》,犯罪与行政违法竞合时，以犯罪处罚为先；行政违法竞合时可并科处罚。
《澳门个人资料保护法》第35条,《澳门个人资料保护法》,对过失与未遂的行政违法行为，亦得处罚。
《澳门个人资料保护法》第36条,《澳门个人资料保护法》,公共当局有权科处罚款；逾期未依法争执的决定，构成可执行名义。
《澳门个人资料保护法》第37条,《澳门个人资料保护法》,未履行资料保护义务（如未通知、虚假资讯、不法互联等）构成犯罪；涉及第7条或第8条的情形，酌情加重。
《澳门个人资料保护法》第38条,《澳门个人资料保护法》,未经许可，不当查阅个人资料属犯罪；若为牟利、披露或危害他人，更加重处罚；部分情形须经告诉。
《澳门个人资料保护法》第39条,《澳门个人资料保护法》,未经许可删除、毁坏或修改资料，致使不能使用或影响用途者，构成犯罪；情节严重或过失的情形另行规定。
《澳门个人资料保护法》第40条,《澳门个人资料保护法》,被合法通知后仍不停处置、不合作或超期不销毁，构成加重之违令罪。
《澳门个人资料保护法》第41条,《澳门个人资料保护法》,违反职业保密义务披露或传播资料属犯罪；公务员、谋利或危及名誉隐私者，加重处罚；过失亦处罚。
《澳门个人资料保护法》第42条,《澳门个人资料保护法》,本章所定犯罪的未遂，亦须处罚。
《澳门个人资料保护法》第43条,《澳门个人资料保护法》,法院可并科禁止处理、封存、删除、公开判决，以及由公共当局发出警告或公开谴责等附加刑。
《澳门个人资料保护法》第44条,《澳门个人资料保护法》,有罪判决须以中、葡文媒体及张贴告示方式公布，费用由被判者承担。
《澳门个人资料保护法》第45条,《澳门个人资料保护法》,过渡规定：人手资料库须在限期内履行义务；当事人可请求更正、删除或封存；特定情形下可豁免。
《澳门个人资料保护法》第46条,《澳门个人资料保护法》,本法自公布后一百八十日生效，并载明通过与公布信息。

