clause,law_name,content
《人类遗传资源管理条例实施细则》第十九条,《人类遗传资源管理条例实施细则》,定期组织对科研人员及相关管理人员的培训，增强法律与责任意识，提升管理服务能力。
《人类遗传资源管理条例实施细则》第二十条,《人类遗传资源管理条例实施细则》,建立健全廉政风险防控，完善监督制约机制，加强对管理重要环节和关键岗位的监督。
《人类遗传资源管理条例实施细则》第二十一条,《人类遗传资源管理条例实施细则》,科技部组织开展全国人类遗传资源调查；省级科技行政部门受委托负责本区域调查。
《人类遗传资源管理条例实施细则》第二十二条,《人类遗传资源管理条例实施细则》,全国调查原则上每五年开展一次，必要时可根据实际需要开展。
《人类遗传资源管理条例实施细则》第二十三条,《人类遗传资源管理条例实施细则》,科技部组织专家制定全国调查工作方案；省级部门完成区域调查后，应及时汇总并报送科技部。
《人类遗传资源管理条例实施细则》第二十四条,《人类遗传资源管理条例实施细则》,在调查基础上组织开展重要遗传家系和特定地区资源研究，建立并完善相关清单目录，适时修订。
《人类遗传资源管理条例实施细则》第二十五条,《人类遗传资源管理条例实施细则》,科技部负责重要遗传家系和特定地区资源的登记工作，制定申报登记管理办法并建立信息服务平台。
《人类遗传资源管理条例实施细则》第二十六条,《人类遗传资源管理条例实施细则》,我国科研机构、高校、医疗机构、企业发现重要遗传家系或特定地区资源的，应通过申报登记管理信息服务平台及时申报。
《人类遗传资源管理条例实施细则》第二十七条,《人类遗传资源管理条例实施细则》,采集行政许可适用于三类活动：①重要遗传家系采集（须涉及三代及以上，常见病如高血压、糖尿病、红绿色盲、血友病不在此列；首次发现者应按第二十六条申报）；②特定地区采集（长期在隔离或特殊环境生活并形成特殊体质或适应性性状，非以民族聚居区为划分依据）；③用于大规模人群研究且人数>3000例的采集（为药品/器械上市许可的临床试验所涉采集不在此列）。
《人类遗传资源管理条例实施细则》第二十八条,《人类遗传资源管理条例实施细则》,保藏行政许可适用于在境内开展保藏并为科研提供基础平台的活动；“保藏”活动是不含教学目的或按法规/研究方案约定的临时存储之外，对合法来源资源在适宜条件下保存以供未来研究的行为。
《人类遗传资源管理条例实施细则》第二十九条,《人类遗传资源管理条例实施细则》,同时涉及采集与保藏的活动，仅需申请保藏行政许可，无需另行申请采集许可。
《人类遗传资源管理条例实施细则》第三十条,《人类遗传资源管理条例实施细则》,保藏单位应于每年1月31日前向科技部提交上一年度保藏情况年度报告，载明保藏资源、来源与使用信息、制度执行、场所设施设备维护变动、管理人员变动等；科技部组织省级部门每年对保藏活动抽查。
《人类遗传资源管理条例实施细则》第三十一条,《人类遗传资源管理条例实施细则》,申请国际科学研究合作行政许可，应通过合作双方所在国（地区）伦理审查；外方确无法提供伦理审查证明的，可提交其认可中方伦理意见的证明材料。
《人类遗传资源管理条例实施细则》第三十二条,《人类遗传资源管理条例实施细则》,为取得药品/医疗器械在我国上市许可，在临床医疗卫生机构利用我国人类遗传资源开展国际合作临床试验且不涉及材料出境的，无需批准但须备案，并满足列明情形之一；探索性研究部分应申请国际合作行政许可。
《人类遗传资源管理条例实施细则》第三十三条,《人类遗传资源管理条例实施细则》,国际科学研究合作行政许可及国际合作临床试验备案由中外双方共同申请；涉及多中心临床研究的，不得拆分申请。
《人类遗传资源管理条例实施细则》第三十四条,《人类遗传资源管理条例实施细则》,多中心临床研究经组长单位伦理审查后，由申办方或组长单位申请许可/备案；取得许可或完成备案后，参与机构向科技部提交本单位伦理批件或认可证明及承诺书即可开展。
《人类遗传资源管理条例实施细则》第三十五条,《人类遗传资源管理条例实施细则》,许可或备案有效期届满后六个月内，中外双方应共同向科技部报送合作研究情况报告，内容包括研究变更、方案执行、完成情况、资源使用与处置、记录与数据信息管理、中方全过程参与情况、成果与权益分配、伦理审查等。
《人类遗传资源管理条例实施细则》第三十六条,《人类遗传资源管理条例实施细则》,对外提供我国人类遗传资源材料，应由中方单位申请行政许可，并符合《条例》第三十二条规定。
《人类遗传资源管理条例实施细则》第三十七条,《人类遗传资源管理条例实施细则》,对外提供材料行政许可申请材料包括申请书、项目方案、样本来源合法性说明、知情同意情况、伦理审查意见、安全保障措施等。
《人类遗传资源管理条例实施细则》第三十八条,《人类遗传资源管理条例实施细则》,对外提供人类遗传资源信息的，应当履行备案手续；涉及国家安全、公共健康、重大公共利益等情况的，应经科技部批准。
《人类遗传资源管理条例实施细则》第三十九条,《人类遗传资源管理条例实施细则》,涉及人类遗传资源信息出境的，须进行安全审查；未通过审查的，不得出境。
《人类遗传资源管理条例实施细则》第四十条,《人类遗传资源管理条例实施细则》,申请对外提供材料行政许可、履行信息备案或安全审查时，应如实报送真实、完整、有效的材料，不得隐瞒或虚假。
《人类遗传资源管理条例实施细则》第四十一条,《人类遗传资源管理条例实施细则》,科技部应当自受理申请之日起规定期限内作出决定；情况复杂的，可延长并说明理由。
《人类遗传资源管理条例实施细则》第四十二条,《人类遗传资源管理条例实施细则》,对外提供人类遗传资源项目获批后，申请人不得擅自变更；确需变更的，应重新报批。
《人类遗传资源管理条例实施细则》第四十三条,《人类遗传资源管理条例实施细则》,对外提供人类遗传资源信息备案事项发生重大变更的，应当重新履行备案手续。
《人类遗传资源管理条例实施细则》第四十四条,《人类遗传资源管理条例实施细则》,获得许可或完成备案的项目应按批准内容和备案要求执行，不得擅自超范围使用。
《人类遗传资源管理条例实施细则》第四十五条,《人类遗传资源管理条例实施细则》,科技部可组织专家对获批项目进行监督检查，对发现问题的，责令改正。
《人类遗传资源管理条例实施细则》第四十六条,《人类遗传资源管理条例实施细则》,科技部和省级科技行政部门应当建立跨部门、跨区域的信息共享机制，提升管理效能。
《人类遗传资源管理条例实施细则》第四十七条,《人类遗传资源管理条例实施细则》,科技部应加强与海关等部门合作，防止未经批准的人类遗传资源材料和信息非法流出。
《人类遗传资源管理条例实施细则》第四十八条,《人类遗传资源管理条例实施细则》,科研利用我国人类遗传资源开展新药、医疗器械研制注册的，申报人应在申请注册时提交相关批准文件。
《人类遗传资源管理条例实施细则》第四十九条,《人类遗传资源管理条例实施细则》,未依法取得批准或备案的人类遗传资源，不得作为药品或医疗器械注册申请依据。
《人类遗传资源管理条例实施细则》第五十条,《人类遗传资源管理条例实施细则》,科技部会同药监等部门，建立人类遗传资源利用与药品、器械注册的联动机制，加强事前事中事后监管。
《人类遗传资源管理条例实施细则》第五十一条,《人类遗传资源管理条例实施细则》,涉及重大传染病、群体性疾病等公共卫生事件的科研利用，应当经过科技部批准，并采取必要安全措施。
《人类遗传资源管理条例实施细则》第五十二条,《人类遗传资源管理条例实施细则》,紧急情况下，可以先开展必要的样本采集与使用，并应在规定时间内补办审批或备案手续。
《人类遗传资源管理条例实施细则》第五十三条,《人类遗传资源管理条例实施细则》,任何单位和个人不得买卖人类遗传资源材料和信息，不得以营利为目的非法交易。
《人类遗传资源管理条例实施细则》第五十四条,《人类遗传资源管理条例实施细则》,科技部应加强对涉及人类遗传资源活动的监督检查，可采取现场检查、约谈、数据抽查等形式。
《人类遗传资源管理条例实施细则》第五十五条,《人类遗传资源管理条例实施细则》,被检查单位应当如实提供相关资料，不得拒绝、隐瞒或阻碍。
《人类遗传资源管理条例实施细则》第五十六条,《人类遗传资源管理条例实施细则》,对发现的违法违规行为，科技部应依法处理，情节严重的移送有关部门追责。
《人类遗传资源管理条例实施细则》第五十七条,《人类遗传资源管理条例实施细则》,科技部应建立违法违规行为信息公开制度，将相关情况纳入信用记录并依法向社会公布。
《人类遗传资源管理条例实施细则》第五十八条,《人类遗传资源管理条例实施细则》,科技部会同公安、卫健等部门，建立跨部门执法协作机制，形成合力。
《人类遗传资源管理条例实施细则》第五十九条,《人类遗传资源管理条例实施细则》,对违反本细则的机构和个人，依法予以警告、没收非法所得、罚款，直至暂停或撤销许可。
《人类遗传资源管理条例实施细则》第六十条,《人类遗传资源管理条例实施细则》,构成犯罪的，依法追究刑事责任；涉及国家秘密的，依照保密法律法规执行。
《人类遗传资源管理条例实施细则》第六十一条,《人类遗传资源管理条例实施细则》,科技部建立审批、备案、安全审查等工作的信息化系统，实现网上申请、受理、审查、决定和公示，提高透明度和效率。
《人类遗传资源管理条例实施细则》第六十二条,《人类遗传资源管理条例实施细则》,申请采集、保藏、利用、对外提供人类遗传资源，应提交真实、完整、合法的材料，不得伪造、隐匿、篡改。
《人类遗传资源管理条例实施细则》第六十三条,《人类遗传资源管理条例实施细则》,申请材料包括申请书、研究方案、伦理审查结论、知情同意书样本、样本保存条件、安全措施说明等。
《人类遗传资源管理条例实施细则》第六十四条,《人类遗传资源管理条例实施细则》,涉及国际合作的，还应提交合作协议、外方机构资质证明、成果与利益分配方案、信息共享与安全责任承诺书等。
《人类遗传资源管理条例实施细则》第六十五条,《人类遗传资源管理条例实施细则》,科技部对申请材料进行形式审查，材料不齐全的，要求补正；齐全的，进入实质审查。
《人类遗传资源管理条例实施细则》第六十六条,《人类遗传资源管理条例实施细则》,实质审查应组织专家对技术、伦理、安全等进行论证，必要时可进行现场核查。
《人类遗传资源管理条例实施细则》第六十七条,《人类遗传资源管理条例实施细则》,审批决定应在法定期限内作出，并书面通知申请人；不予批准的，应说明理由。
《人类遗传资源管理条例实施细则》第六十八条,《人类遗传资源管理条例实施细则》,获得批准的项目应严格按批准内容和范围实施，不得擅自变更；确需变更的，应重新报批。
《人类遗传资源管理条例实施细则》第六十九条,《人类遗传资源管理条例实施细则》,备案事项应在活动开展前完成，备案材料包括项目基本情况、样本来源、使用目的、安全措施等。
《人类遗传资源管理条例实施细则》第七十条,《人类遗传资源管理条例实施细则》,备案信息如有重大变更，应及时向科技部报告；未备案或隐瞒情况的，依法追责。
《人类遗传资源管理条例实施细则》第七十一条,《人类遗传资源管理条例实施细则》,科技部对备案事项进行抽查，对不符合要求的，责令限期改正；情节严重的，撤销备案。
《人类遗传资源管理条例实施细则》第七十二条,《人类遗传资源管理条例实施细则》,人类遗传资源管理涉及的个人信息，应遵循最小必要原则，严格控制使用范围和期限。
《人类遗传资源管理条例实施细则》第七十三条,《人类遗传资源管理条例实施细则》,处理信息应采用去标识化、匿名化等措施降低泄露风险；涉及跨境传输的，应进行安全评估。
《人类遗传资源管理条例实施细则》第七十四条,《人类遗传资源管理条例实施细则》,违法利用人类遗传资源信息从事商业营销、非法转让或牟取利益的，依法追究责任。
《人类遗传资源管理条例实施细则》第七十五条,《人类遗传资源管理条例实施细则》,违反规定导致信息泄露、丢失或滥用的，科技部可责令停止活动、没收违法所得并罚款；构成犯罪的，移送司法机关。
《人类遗传资源管理条例实施细则》第七十六条,《人类遗传资源管理条例实施细则》,参与管理、审批、审查的工作人员若滥用职权、玩忽职守、徇私舞弊的，依法追究责任。
《人类遗传资源管理条例实施细则》第七十七条,《人类遗传资源管理条例实施细则》,科技部和省级科技行政部门应定期组织管理工作评估，完善制度，提升管理能力。
《人类遗传资源管理条例实施细则》第七十八条,《人类遗传资源管理条例实施细则》,本实施细则由科学技术部负责解释，自2023年7月1日起施行。

